Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","869","Fat, cattle","2014","2014","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","869","Fat, cattle","2016","2016","tonnes","194","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","869","Fat, cattle","2017","2017","tonnes","23","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1060","Fat, liver prepared (foie gras)","2015","2015","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","1060","Fat, liver prepared (foie gras)","2015","2015","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1961","1961","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1962","1962","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1963","1963","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1964","1964","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1965","1965","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1966","1966","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1967","1967","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1968","1968","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1969","1969","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1970","1970","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1971","1971","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1972","1972","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1973","1973","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1974","1974","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1975","1975","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1976","1976","tonnes","27","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1977","1977","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1978","1978","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1979","1979","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1980","1980","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1981","1981","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1982","1982","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1983","1983","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1984","1984","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1985","1985","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1986","1986","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1987","1987","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1988","1988","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1989","1989","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1990","1990","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1991","1991","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1992","1992","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1993","1993","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1994","1994","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1995","1995","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1996","1996","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1997","1997","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1998","1998","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","1999","1999","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2000","2000","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2001","2001","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2002","2002","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2003","2003","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2004","2004","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2005","2005","tonnes","27","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2006","2006","tonnes","17","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2007","2007","tonnes","11","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2008","2008","tonnes","86","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2009","2009","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2010","2010","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2011","2011","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2012","2012","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2013","2013","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2014","2014","tonnes","25","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2015","2015","tonnes","272","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2016","2016","tonnes","21","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1276","Fatty acids","2017","2017","tonnes","259","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","1276","Fatty acids","2014","2014","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1277","Fatty substance residues","2014","2014","tonnes","190","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1277","Fatty substance residues","2016","2016","tonnes","175","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","1277","Fatty substance residues","2017","2017","tonnes","141","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","845","Feed, compound nes","2014","2014","tonnes","25596","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","845","Feed, compound nes","2015","2015","tonnes","62197","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","845","Feed, compound nes","2016","2016","tonnes","70678","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","845","Feed, compound nes","2017","2017","tonnes","81979","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","845","Feed, compound nes","2014","2014","tonnes","28","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","845","Feed, compound nes","2015","2015","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","845","Feed, compound nes","2017","2017","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","652","Feed, vegetable products nes","2014","2014","tonnes","1543","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","652","Feed, vegetable products nes","2015","2015","tonnes","10","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","652","Feed, vegetable products nes","2016","2016","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","652","Feed, vegetable products nes","2017","2017","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","652","Feed, vegetable products nes","2015","2015","tonnes","12","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","652","Feed, vegetable products nes","2016","2016","tonnes","46","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","652","Feed, vegetable products nes","2017","2017","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","569","Figs","2014","2014","tonnes","6","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1961","1961","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1962","1962","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1963","1963","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1964","1964","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1965","1965","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1966","1966","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1967","1967","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1968","1968","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1969","1969","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1970","1970","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1971","1971","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1972","1972","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1973","1973","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1974","1974","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1975","1975","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1976","1976","tonnes","2","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1977","1977","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1978","1978","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1979","1979","tonnes","41","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1980","1980","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1981","1981","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1982","1982","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1983","1983","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1984","1984","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1985","1985","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1986","1986","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1987","1987","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1988","1988","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1989","1989","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1990","1990","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1991","1991","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1992","1992","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1993","1993","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1994","1994","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1995","1995","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1996","1996","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1997","1997","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1998","1998","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","1999","1999","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2000","2000","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2001","2001","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2002","2002","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2003","2003","tonnes","58","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2004","2004","tonnes","145","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2005","2005","tonnes","7","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2006","2006","tonnes","282","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2007","2007","tonnes","162","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2008","2008","tonnes","9","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2009","2009","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2010","2010","tonnes","5","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2011","2011","tonnes","18","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2012","2012","tonnes","14","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2013","2013","tonnes","7","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2014","2014","tonnes","87","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2015","2015","tonnes","246","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2016","2016","tonnes","554","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","569","Figs","2017","2017","tonnes","177","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1961","1961","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1962","1962","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1963","1963","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1964","1964","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1965","1965","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1966","1966","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1967","1967","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1968","1968","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1969","1969","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1970","1970","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1971","1971","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1972","1972","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1973","1973","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1974","1974","tonnes","20","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1975","1975","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1976","1976","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1977","1977","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1978","1978","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1979","1979","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1980","1980","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1981","1981","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1982","1982","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1983","1983","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1984","1984","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1985","1985","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1986","1986","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1987","1987","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1988","1988","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1989","1989","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1990","1990","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1991","1991","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1992","1992","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1993","1993","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1994","1994","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1995","1995","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1996","1996","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1997","1997","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1998","1998","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","1999","1999","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2000","2000","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2001","2001","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2002","2002","tonnes","1","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2003","2003","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2004","2004","tonnes","5","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2005","2005","tonnes","13","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2006","2006","tonnes","4","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2007","2007","tonnes","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2008","2008","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2009","2009","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2010","2010","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2011","2011","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2012","2012","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2013","2013","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2014","2014","tonnes","6","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2015","2015","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2016","2016","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","570","Figs dried","2017","2017","tonnes","8","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1961","1961","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1962","1962","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1963","1963","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1964","1964","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1965","1965","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1966","1966","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1967","1967","tonnes","118","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1968","1968","tonnes","298","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1969","1969","tonnes","184","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1970","1970","tonnes","250","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1971","1971","tonnes","5","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1972","1972","tonnes","546","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1973","1973","tonnes","416","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1974","1974","tonnes","500","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1975","1975","tonnes","498","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1976","1976","tonnes","460","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1977","1977","tonnes","463","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1978","1978","tonnes","583","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1979","1979","tonnes","502","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1980","1980","tonnes","649","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1981","1981","tonnes","600","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1982","1982","tonnes","550","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1983","1983","tonnes","450","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1984","1984","tonnes","215","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1985","1985","tonnes","214","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1986","1986","tonnes","329","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1987","1987","tonnes","207","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1988","1988","tonnes","366","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1989","1989","tonnes","76","","Official data"
