Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","1989","1989","tonnes","17","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","1990","1990","tonnes","212","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","1991","1991","tonnes","1400","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","1992","1992","tonnes","1400","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","1993","1993","tonnes","1050","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","1994","1994","tonnes","2300","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","1995","1995","tonnes","4000","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","1996","1996","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","1997","1997","tonnes","5500","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","1998","1998","tonnes","4400","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","1999","1999","tonnes","7000","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2000","2000","tonnes","7500","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2001","2001","tonnes","2700","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2002","2002","tonnes","2152","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2003","2003","tonnes","3769","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2004","2004","tonnes","4471","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2005","2005","tonnes","9533","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2006","2006","tonnes","9001","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2007","2007","tonnes","11320","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2008","2008","tonnes","7716","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2009","2009","tonnes","9367","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2010","2010","tonnes","1465","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2011","2011","tonnes","3900","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2012","2012","tonnes","24418","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2013","2013","tonnes","31039","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2014","2014","tonnes","12790","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2015","2015","tonnes","32400","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2016","2016","tonnes","61521","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","515","Apples","2017","2017","tonnes","22755","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","526","Apricots","2017","2017","tonnes","20","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1961","1961","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1962","1962","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1963","1963","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1964","1964","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1965","1965","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1966","1966","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1967","1967","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1968","1968","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1969","1969","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1970","1970","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1971","1971","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1972","1972","tonnes","916","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1973","1973","tonnes","1621","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1974","1974","tonnes","2583","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1975","1975","tonnes","3296","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1976","1976","tonnes","5276","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1977","1977","tonnes","2582","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1978","1978","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1979","1979","tonnes","2858","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1980","1980","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1981","1981","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1982","1982","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1983","1983","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1984","1984","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1985","1985","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1986","1986","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1987","1987","tonnes","203","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1988","1988","tonnes","1260","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1989","1989","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1990","1990","tonnes","7","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1991","1991","tonnes","180","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1992","1992","tonnes","260","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1993","1993","tonnes","1200","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1994","1994","tonnes","1200","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1995","1995","tonnes","500","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1996","1996","tonnes","500","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1997","1997","tonnes","1800","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1998","1998","tonnes","5262","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","1999","1999","tonnes","4870","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","2000","2000","tonnes","4100","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","2001","2001","tonnes","3100","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","2002","2002","tonnes","2685","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","526","Apricots","2003","2003","tonnes","4811","R","Estimated data using trading partners database"
